album_id,genre,image_tensor
1772,1,"tensor([[[-1.2274, -0.1486,  0.8961,  ...,  2.2489,  2.2489,  2.2489],
         [-1.2103, -0.0801,  0.9474,  ...,  2.2489,  2.2489,  2.2489],
         [-1.1589, -0.0287,  0.9474,  ...,  2.2489,  2.2489,  2.2489],
         ...,
         [-1.5528, -1.5528, -1.5528,  ..., -1.5528, -1.5528, -1.5528],
         [-1.5528, -1.5528, -1.5528,  ..., -1.5528, -1.5528, -1.5528],
         [-1.5528, -1.5528, -1.5528,  ..., -1.5528, -1.5528, -1.5528]],

        [[-1.1429, -0.0399,  1.0280,  ...,  2.4286,  2.4286,  2.4286],
         [-1.1253,  0.0301,  1.0805,  ...,  2.4286,  2.4286,  2.4286],
         [-1.0728,  0.0826,  1.0805,  ...,  2.4286,  2.4286,  2.4286],
         ...,
         [-1.4755, -1.4755, -1.4755,  ..., -1.4755, -1.4755, -1.4755],
         [-1.4755, -1.4755, -1.4755,  ..., -1.4755, -1.4755, -1.4755],
         [-1.4755, -1.4755, -1.4755,  ..., -1.4755, -1.4755, -1.4755]],

        [[-0.9504,  0.1476,  1.2108,  ...,  2.6400,  2.6400,  2.6400],
         [-0.9330,  0.2173,  1.2631,  ...,  2.6400,  2.6400,  2.6400],
         [-0.8807,  0.2696,  1.2631,  ...,  2.6400,  2.6400,  2.6400],
         ...,
         [-1.3164, -1.3164, -1.3164,  ..., -1.3164, -1.3164, -1.3164],
         [-1.3164, -1.3164, -1.3164,  ..., -1.3164, -1.3164, -1.3164],
         [-1.3164, -1.3164, -1.3164,  ..., -1.3164, -1.3164, -1.3164]]])"
1773,4,"tensor([[[-0.6109, -0.4568, -0.6623,  ..., -1.5357, -1.5357, -0.8164],
         [-0.7650, -0.6281, -0.7479,  ..., -1.6384, -1.6213, -1.3130],
         [-1.1589, -1.1589, -1.1760,  ..., -0.5938, -0.6281, -1.4158],
         ...,
         [-1.6555, -1.5870, -1.5357,  ..., -1.4158, -1.2617, -0.8164],
         [-1.5185, -1.4329, -1.5014,  ..., -1.4843, -1.1247, -0.6452],
         [-1.4158, -1.5185, -1.5014,  ..., -1.4672, -1.2959, -0.7650]],

        [[-1.0728, -0.8978, -1.0553,  ..., -1.5805, -1.6331, -0.8978],
         [-1.1253, -0.9678, -1.0378,  ..., -1.7206, -1.6856, -1.3704],
         [-1.3704, -1.3529, -1.3354,  ..., -0.7402, -0.7227, -1.4755],
         ...,
         [-1.7031, -1.6331, -1.5805,  ..., -1.4755, -1.3529, -0.8803],
         [-1.5980, -1.4930, -1.5805,  ..., -1.5105, -1.2129, -0.7577],
         [-1.5105, -1.6155, -1.5980,  ..., -1.4580, -1.3529, -0.8803]],

        [[-0.5147, -0.4275, -0.7413,  ..., -1.3164, -1.3861, -0.7238],
         [-0.6367, -0.5495, -0.7587,  ..., -1.4907, -1.5256, -1.2990],
         [-0.9853, -1.0201, -1.0898,  ..., -0.5844, -0.6541, -1.3861],
         ...,
         [-1.4907, -1.4210, -1.3339,  ..., -1.2293, -1.1073, -0.8807],
         [-1.2990, -1.2293, -1.3164,  ..., -1.1944, -0.9678, -0.7761],
         [-1.1421, -1.2641, -1.3339,  ..., -1.2641, -1.2816, -1.0898]]])"
1775,4,"tensor([[[2.1290, 2.1290, 2.1290,  ..., 2.1290, 2.1290, 2.1290],
         [2.1290, 2.1290, 2.1290,  ..., 2.1290, 2.1290, 2.1290],
         [2.1290, 2.1290, 2.1290,  ..., 2.1119, 2.1290, 2.1290],
         ...,
         [2.1462, 2.1462, 2.1290,  ..., 2.1633, 2.1633, 2.1633],
         [2.1290, 2.1290, 2.1462,  ..., 2.1290, 2.1290, 2.1290],
         [2.0777, 2.1290, 2.1462,  ..., 2.1290, 2.1462, 2.1462]],

        [[2.3060, 2.3060, 2.3060,  ..., 2.3060, 2.3060, 2.3060],
         [2.3060, 2.3060, 2.3060,  ..., 2.3060, 2.3060, 2.3060],
         [2.3060, 2.3060, 2.3060,  ..., 2.2885, 2.3060, 2.3060],
         ...,
         [2.3235, 2.3235, 2.3060,  ..., 2.3235, 2.3235, 2.3235],
         [2.3060, 2.3060, 2.3235,  ..., 2.2885, 2.2885, 2.2885],
         [2.2535, 2.3060, 2.3235,  ..., 2.2885, 2.3060, 2.3060]],

        [[2.5180, 2.5180, 2.5180,  ..., 2.4831, 2.4831, 2.4831],
         [2.5180, 2.5180, 2.5180,  ..., 2.4831, 2.4831, 2.4831],
         [2.5180, 2.5180, 2.5180,  ..., 2.4657, 2.4831, 2.4831],
         ...,
         [2.5006, 2.5006, 2.4831,  ..., 2.4657, 2.4657, 2.4657],
         [2.4831, 2.4831, 2.5006,  ..., 2.4308, 2.4308, 2.4308],
         [2.4308, 2.4831, 2.5006,  ..., 2.4308, 2.4483, 2.4483]]])"
1777,4,"tensor([[[-1.8782, -1.8268, -1.8268,  ..., -1.3130, -1.3130, -1.3473],
         [-1.8782, -1.8268, -1.8268,  ..., -1.2959, -1.2788, -1.3815],
         [-1.8610, -1.8439, -1.8268,  ..., -1.2788, -1.2617, -1.3815],
         ...,
         [-1.8782, -1.8953, -1.8953,  ..., -1.9124, -1.9124, -1.9295],
         [-1.8439, -1.8782, -1.8953,  ..., -1.9467, -1.9295, -1.9467],
         [-1.8268, -1.8782, -1.8953,  ..., -1.9467, -1.9467, -1.9295]],

        [[-1.7906, -1.7381, -1.7381,  ..., -1.2129, -1.2129, -1.2479],
         [-1.7906, -1.7381, -1.7381,  ..., -1.1954, -1.1779, -1.2829],
         [-1.7731, -1.7556, -1.7381,  ..., -1.1779, -1.1604, -1.2829],
         ...,
         [-1.7906, -1.8081, -1.8081,  ..., -1.8256, -1.8256, -1.8431],
         [-1.7556, -1.7906, -1.8081,  ..., -1.8606, -1.8431, -1.8606],
         [-1.7381, -1.7906, -1.8081,  ..., -1.8606, -1.8606, -1.8431]],

        [[-1.5604, -1.5081, -1.5081,  ..., -0.9853, -0.9853, -1.0201],
         [-1.5604, -1.5081, -1.5081,  ..., -0.9678, -0.9504, -1.0550],
         [-1.5430, -1.5256, -1.5081,  ..., -0.9504, -0.9330, -1.0550],
         ...,
         [-1.5604, -1.5779, -1.5779,  ..., -1.5953, -1.5953, -1.6127],
         [-1.5256, -1.5604, -1.5779,  ..., -1.6302, -1.6127, -1.6302],
         [-1.5081, -1.5604, -1.5779,  ..., -1.6302, -1.6302, -1.6127]]])"
1780,3,"tensor([[[2.0948, 2.0948, 2.0948,  ..., 2.0605, 2.0605, 2.0605],
         [2.0948, 2.0948, 2.0948,  ..., 2.0605, 2.0605, 2.0605],
         [2.0948, 2.0948, 2.0948,  ..., 2.0605, 2.0605, 2.0605],
         ...,
         [2.1462, 2.1462, 2.1462,  ..., 2.0092, 1.9749, 1.9064],
         [2.1462, 2.1462, 2.1462,  ..., 1.9749, 1.9407, 1.9064],
         [2.1462, 2.1462, 2.1462,  ..., 1.9407, 1.9407, 1.9749]],

        [[2.3585, 2.3585, 2.3585,  ..., 2.3235, 2.3235, 2.3235],
         [2.3585, 2.3585, 2.3585,  ..., 2.3235, 2.3235, 2.3235],
         [2.3585, 2.3585, 2.3585,  ..., 2.3235, 2.3235, 2.3235],
         ...,
         [2.3936, 2.3936, 2.3936,  ..., 1.3782, 1.3081, 1.2381],
         [2.3936, 2.3936, 2.3936,  ..., 1.3431, 1.2731, 1.2381],
         [2.3936, 2.3936, 2.3936,  ..., 1.2906, 1.2731, 1.3081]],

        [[2.6226, 2.6226, 2.6226,  ..., 2.6051, 2.6051, 2.6051],
         [2.6226, 2.6226, 2.6226,  ..., 2.6051, 2.6051, 2.6051],
         [2.6226, 2.6226, 2.6226,  ..., 2.6051, 2.6051, 2.6051],
         ...,
         [2.6226, 2.6226, 2.6226,  ..., 1.1934, 1.1411, 1.0714],
         [2.6226, 2.6226, 2.6226,  ..., 1.1585, 1.1062, 1.0714],
         [2.6226, 2.6226, 2.6226,  ..., 1.1237, 1.1062, 1.1411]]])"
1781,3,"tensor([[[-0.5424, -0.5082, -0.4739,  ...,  0.0569,  0.0398,  0.0056],
         [-0.5767, -0.5424, -0.5082,  ...,  0.0056, -0.0116, -0.0458],
         [-0.6281, -0.5938, -0.5596,  ..., -0.0629, -0.0801, -0.1143],
         ...,
         [ 1.6838,  1.6153,  1.5125,  ..., -0.9705, -1.1760, -1.4500],
         [ 1.7009,  1.6324,  1.5297,  ..., -0.5424, -0.9705, -1.5185],
         [ 1.7009,  1.6667,  1.5810,  ..., -0.4739, -0.8678, -1.4500]],

        [[ 0.2752,  0.3102,  0.3102,  ...,  0.9055,  0.8880,  0.8529],
         [ 0.2402,  0.2752,  0.3102,  ...,  0.8354,  0.8354,  0.7829],
         [ 0.2227,  0.2402,  0.2752,  ...,  0.8004,  0.7829,  0.7479],
         ...,
         [ 1.0980,  1.0805,  1.0630,  ...,  0.1352,  0.0301, -0.0399],
         [ 1.0980,  1.0630,  1.0280,  ...,  0.3102,  0.0826, -0.1625],
         [ 1.0280,  1.0455,  1.0455,  ...,  0.2227,  0.1001, -0.0749]],

        [[ 0.5311,  0.5659,  0.5834,  ...,  1.0539,  1.0365,  1.0017],
         [ 0.4962,  0.5311,  0.5659,  ...,  1.0191,  1.0017,  0.9668],
         [ 0.4614,  0.4962,  0.5311,  ...,  0.9842,  0.9668,  0.9494],
         ...,
         [ 0.5659,  0.5311,  0.4962,  ..., -0.6541, -0.7761, -0.7064],
         [ 0.5834,  0.5311,  0.5136,  ..., -0.4624, -0.7064, -0.8110],
         [ 0.5485,  0.5659,  0.5485,  ..., -0.5147, -0.6367, -0.6890]]])"
1783,3,"tensor([[[-0.9020, -0.9020, -0.8335,  ..., -0.9705, -0.9534, -0.9705],
         [-1.1075, -1.1075, -1.0219,  ..., -1.1418, -1.1075, -1.1247],
         [-1.0219, -1.0390, -0.9534,  ..., -1.1247, -1.1075, -1.1247],
         ...,
         [ 1.2557,  1.4098,  1.4783,  ...,  0.9132,  0.9132,  0.9988],
         [ 1.1872,  1.5639,  1.5468,  ...,  0.8618,  0.8618,  0.9303],
         [ 0.8618,  1.2557,  1.4954,  ...,  0.9474,  1.0159,  1.0502]],

        [[-0.7927, -0.7927, -0.7227,  ..., -0.8803, -0.8627, -0.8803],
         [-1.0028, -1.0028, -0.9153,  ..., -1.0553, -1.0203, -1.0378],
         [-0.9153, -0.9328, -0.8452,  ..., -1.0378, -1.0203, -1.0378],
         ...,
         [-0.8978, -1.0028, -1.0028,  ...,  1.7283,  1.6583,  1.7108],
         [-0.9853, -0.8803, -0.9853,  ...,  1.7108,  1.6583,  1.6933],
         [-0.6527, -0.6702, -0.7402,  ...,  1.6758,  1.7108,  1.7283]],

        [[-0.6018, -0.6018, -0.5321,  ..., -0.7413, -0.7238, -0.7413],
         [-0.8110, -0.8110, -0.7238,  ..., -0.9156, -0.8807, -0.8981],
         [-0.7238, -0.7413, -0.6541,  ..., -0.8981, -0.8807, -0.8981],
         ...,
         [-0.6541, -0.7238, -0.7587,  ...,  1.1759,  1.0714,  1.0888],
         [-0.7238, -0.6193, -0.8110,  ...,  1.1585,  1.1062,  1.1237],
         [-0.5670, -0.5844, -0.6541,  ...,  1.2108,  1.2805,  1.2980]]])"
1784,6,"tensor([[[ 0.9988,  1.0159,  1.0159,  ..., -0.1828, -0.1657, -0.1486],
         [ 0.9988,  1.0159,  1.0331,  ..., -0.1828, -0.1657, -0.1486],
         [ 0.9988,  1.0159,  1.0331,  ..., -0.1828, -0.1657, -0.1486],
         ...,
         [-0.6623, -0.6794, -0.7137,  ...,  0.7248,  0.6221,  0.5878],
         [-0.6623, -0.6794, -0.7137,  ...,  1.0331,  0.7077,  0.6049],
         [-0.6623, -0.6794, -0.6965,  ...,  1.3242,  1.0844,  0.9817]],

        [[-2.0357, -2.0182, -2.0182,  ..., -2.0182, -2.0182, -2.0357],
         [-2.0357, -2.0182, -2.0007,  ..., -2.0182, -2.0182, -2.0357],
         [-2.0357, -2.0182, -2.0007,  ..., -2.0182, -2.0182, -2.0357],
         ...,
         [-2.0182, -2.0357, -2.0357,  ..., -1.2304, -1.0553, -0.8102],
         [-2.0182, -2.0357, -2.0357,  ..., -0.4776, -0.7227, -0.7227],
         [-2.0182, -2.0357, -2.0357,  ...,  0.2227, -0.0574, -0.2150]],

        [[ 0.6008,  0.6008,  0.6008,  ..., -0.4624, -0.4624, -0.4624],
         [ 0.6008,  0.6008,  0.6008,  ..., -0.4624, -0.4624, -0.4624],
         [ 0.6008,  0.6008,  0.6008,  ..., -0.4624, -0.4624, -0.4624],
         ...,
         [-0.4798, -0.4973, -0.5147,  ...,  0.2696,  0.3742,  0.3916],
         [-0.4798, -0.4973, -0.5147,  ...,  0.3742,  0.3045,  0.3045],
         [-0.4798, -0.4973, -0.4973,  ...,  0.4439,  0.3568,  0.3045]]])"
1786,4,"tensor([[[ 1.6838,  1.8037,  1.9064,  ...,  2.0092,  2.1462,  2.1290],
         [ 1.6838,  1.8379,  1.8893,  ...,  2.0605,  2.1462,  2.0948],
         [ 1.7009,  1.7694,  1.8208,  ...,  2.1290,  2.0605,  1.9407],
         ...,
         [ 0.5536,  0.5878,  0.5364,  ..., -1.0048, -0.9705, -0.9363],
         [ 0.7077,  0.6906,  0.7419,  ..., -1.0048, -0.9877, -0.9705],
         [ 0.7419,  0.7419,  0.7762,  ..., -1.0048, -1.0048, -0.9877]],

        [[ 0.2227,  0.3452,  0.4503,  ...,  0.5028,  0.6954,  0.7304],
         [ 0.2227,  0.3803,  0.4153,  ...,  0.5378,  0.6604,  0.6254],
         [ 0.2402,  0.2927,  0.3452,  ...,  0.5728,  0.5028,  0.3803],
         ...,
         [-0.7927, -0.7577, -0.7752,  ..., -1.5805, -1.5630, -1.5280],
         [-0.6702, -0.6877, -0.6352,  ..., -1.5630, -1.5455, -1.5105],
         [-0.6877, -0.6877, -0.6702,  ..., -1.5630, -1.5455, -1.5105]],

        [[-1.1770, -1.0724, -0.9853,  ..., -0.9853, -0.8284, -0.8284],
         [-1.1770, -1.0201, -0.9678,  ..., -0.9330, -0.8284, -0.8807],
         [-1.1596, -1.0550, -0.9853,  ..., -0.8284, -0.8807, -0.9853],
         ...,
         [-1.2119, -1.1770, -1.2119,  ..., -1.5604, -1.5604, -1.5604],
         [-1.1247, -1.1596, -1.1421,  ..., -1.5604, -1.5604, -1.5604],
         [-1.1770, -1.2119, -1.2119,  ..., -1.5430, -1.5604, -1.5604]]])"
1787,4,"tensor([[[ 0.5364,  0.5364,  0.5364,  ...,  0.4337,  0.4337,  0.4337],
         [ 0.5364,  0.5364,  0.5364,  ...,  0.4337,  0.4337,  0.4337],
         [ 0.5364,  0.5364,  0.5364,  ...,  0.4337,  0.4337,  0.4337],
         ...,
         [-1.2274, -1.1932, -1.1247,  ..., -0.2513, -0.6281, -0.8335],
         [-1.1075, -1.1075, -1.0390,  ..., -0.3883, -0.7650, -0.7650],
         [-0.9877, -1.0219, -1.0904,  ..., -0.6623, -0.6623, -0.6965]],

        [[ 1.0630,  1.0630,  1.0630,  ...,  0.9755,  0.9755,  0.9755],
         [ 1.0630,  1.0630,  1.0630,  ...,  0.9755,  0.9755,  0.9755],
         [ 1.0630,  1.0630,  1.0630,  ...,  0.9755,  0.9755,  0.9755],
         ...,
         [-1.3004, -1.2829, -1.2304,  ..., -0.4251, -0.8277, -1.0553],
         [-1.1779, -1.1954, -1.1429,  ..., -0.5476, -0.9678, -1.0028],
         [-1.0553, -1.1078, -1.1954,  ..., -0.7927, -0.8452, -0.9153]],

        [[ 1.5071,  1.5071,  1.5071,  ...,  1.4374,  1.4374,  1.4374],
         [ 1.5071,  1.5071,  1.5071,  ...,  1.4374,  1.4374,  1.4374],
         [ 1.5071,  1.5071,  1.5071,  ...,  1.4374,  1.4374,  1.4374],
         ...,
         [-1.0898, -1.0724, -1.0376,  ..., -0.4450, -0.7936, -0.9504],
         [-0.9678, -0.9853, -0.9504,  ..., -0.5844, -0.9678, -0.9156],
         [-0.8458, -0.8981, -1.0027,  ..., -0.8458, -0.8458, -0.8284]]])"
1788,4,"tensor([[[ 1.3755,  1.1529,  0.8618,  ..., -1.2617, -1.3644, -1.3987],
         [ 0.6221,  0.2453, -0.2856,  ..., -1.3130, -1.2788, -1.3815],
         [-0.8164, -0.8164, -0.8335,  ..., -1.3644, -1.3644, -1.3815],
         ...,
         [-1.1760, -1.0904, -1.2445,  ..., -1.4672, -1.3644, -1.3302],
         [-1.0733, -0.8335, -0.7822,  ..., -1.4158, -1.3302, -1.4500],
         [-1.0733, -0.8335, -0.9363,  ..., -1.8953, -1.8268, -1.7240]],

        [[ 1.5182,  1.2906,  0.9930,  ..., -1.0378, -1.1429, -1.1779],
         [ 0.8004,  0.4153, -0.1275,  ..., -1.0903, -1.0553, -1.1604],
         [-0.6001, -0.6001, -0.6352,  ..., -1.1429, -1.1429, -1.1604],
         ...,
         [-1.0903, -1.0028, -1.1604,  ..., -1.3880, -1.2829, -1.2479],
         [-0.9853, -0.7402, -0.6877,  ..., -1.3354, -1.2479, -1.3704],
         [-0.9853, -0.7402, -0.8452,  ..., -1.8256, -1.7556, -1.6506]],

        [[ 1.8905,  1.6640,  1.3677,  ..., -0.3230, -0.4275, -0.4624],
         [ 1.2980,  0.9145,  0.3742,  ..., -0.3753, -0.3404, -0.4450],
         [ 0.0431,  0.0431,  0.0082,  ..., -0.4275, -0.4275, -0.4450],
         ...,
         [-0.7587, -0.6715, -0.8284,  ..., -1.0550, -0.9504, -0.9156],
         [-0.6541, -0.4101, -0.3578,  ..., -1.0027, -0.9156, -1.0376],
         [-0.6541, -0.4101, -0.5147,  ..., -1.4907, -1.4210, -1.3164]]])"
1789,4,"tensor([[[1.5639, 1.5639, 1.5639,  ..., 1.5639, 1.5639, 1.5639],
         [1.5639, 1.5639, 1.5639,  ..., 1.5639, 1.5639, 1.5639],
         [1.5639, 1.5639, 1.5639,  ..., 1.5639, 1.5639, 1.5639],
         ...,
         [1.5468, 1.5468, 1.5468,  ..., 1.5639, 1.5639, 1.5639],
         [1.5468, 1.5468, 1.5468,  ..., 1.5639, 1.5639, 1.5639],
         [1.5468, 1.5468, 1.5468,  ..., 1.5639, 1.5639, 1.5639]],

        [[2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         ...,
         [2.4111, 2.4111, 2.4111,  ..., 2.4286, 2.4286, 2.4286],
         [2.4111, 2.4111, 2.4111,  ..., 2.4286, 2.4286, 2.4286],
         [2.4111, 2.4111, 2.4111,  ..., 2.4286, 2.4286, 2.4286]],

        [[2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         ...,
         [2.6226, 2.6226, 2.6226,  ..., 2.6400, 2.6400, 2.6400],
         [2.6226, 2.6226, 2.6226,  ..., 2.6400, 2.6400, 2.6400],
         [2.6226, 2.6226, 2.6226,  ..., 2.6400, 2.6400, 2.6400]]])"
1790,3,"tensor([[[-1.2274, -1.3473, -1.3815,  ..., -1.4500, -1.4329, -1.4158],
         [-1.4158, -1.4329, -1.4158,  ..., -1.4843, -1.4329, -1.3815],
         [-1.4500, -1.4158, -1.4158,  ..., -1.4329, -1.3130, -1.2103],
         ...,
         [ 0.4508,  0.4508,  0.5022,  ..., -1.4158, -1.4158, -1.4158],
         [ 0.5193,  0.4851,  0.5193,  ..., -1.3987, -1.3987, -1.3987],
         [ 0.5878,  0.5193,  0.5364,  ..., -1.3815, -1.3815, -1.3815]],

        [[-1.0028, -1.1253, -1.1604,  ..., -1.3880, -1.3704, -1.3529],
         [-1.1954, -1.2129, -1.1954,  ..., -1.4230, -1.3704, -1.3179],
         [-1.2304, -1.1954, -1.1954,  ..., -1.3704, -1.2479, -1.1429],
         ...,
         [ 0.5553,  0.4853,  0.4678,  ..., -1.3179, -1.3179, -1.3179],
         [ 0.6078,  0.4853,  0.4503,  ..., -1.3179, -1.3179, -1.3179],
         [ 0.6604,  0.5203,  0.4503,  ..., -1.3354, -1.3354, -1.3354]],

        [[-0.6367, -0.7761, -0.8458,  ..., -1.1421, -1.1247, -1.1073],
         [-0.8284, -0.8807, -0.8807,  ..., -1.1770, -1.1247, -1.0724],
         [-0.8633, -0.8458, -0.8807,  ..., -1.1247, -1.0027, -0.8981],
         ...,
         [ 0.5834,  0.5136,  0.5136,  ..., -1.1247, -1.1247, -1.1247],
         [ 0.6182,  0.5136,  0.4962,  ..., -1.1247, -1.1247, -1.1247],
         [ 0.6705,  0.5485,  0.4788,  ..., -1.1247, -1.1247, -1.1247]]])"
1792,0,"tensor([[[2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         ...,
         [2.2489, 2.2489, 2.2489,  ..., 2.2318, 2.2318, 2.2489],
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489]],

        [[2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         ...,
         [2.4286, 2.4286, 2.4286,  ..., 2.4111, 2.4111, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286]],

        [[2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         ...,
         [2.6400, 2.6400, 2.6400,  ..., 2.6226, 2.6226, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400]]])"
1793,2,"tensor([[[ 2.1290,  2.1290,  2.1290,  ...,  2.1975,  2.1804,  2.1804],
         [ 2.1975,  2.1975,  2.1975,  ...,  2.1633,  2.1633,  2.1633],
         [ 2.1633,  2.1633,  2.1633,  ...,  2.1633,  2.1804,  2.1804],
         ...,
         [-1.1075, -1.1075, -1.1075,  ..., -1.0733, -1.0562, -1.0390],
         [-1.1075, -1.1075, -1.1075,  ..., -1.0733, -1.0562, -1.0390],
         [-1.1075, -1.1075, -1.1075,  ..., -1.1418, -1.1760, -1.1760]],

        [[ 1.5182,  1.5182,  1.5182,  ...,  1.5007,  1.5007,  1.5007],
         [ 1.4832,  1.4832,  1.4832,  ...,  1.5182,  1.5007,  1.5007],
         [ 1.5007,  1.5007,  1.5182,  ...,  1.4832,  1.4832,  1.4832],
         ...,
         [-1.2304, -1.2304, -1.2304,  ..., -1.2654, -1.2829, -1.2654],
         [-1.2304, -1.2304, -1.2304,  ..., -1.2304, -1.2479, -1.2654],
         [-1.2304, -1.2304, -1.2304,  ..., -1.2479, -1.2129, -1.1954]],

        [[-1.5779, -1.5779, -1.5779,  ..., -1.5953, -1.5953, -1.5953],
         [-1.5779, -1.5779, -1.5779,  ..., -1.6302, -1.5604, -1.5081],
         [-1.6127, -1.6127, -1.6127,  ..., -1.4733, -1.5081, -1.5256],
         ...,
         [-1.7696, -1.7696, -1.7696,  ..., -1.6302, -1.6999, -1.7522],
         [-1.7696, -1.7696, -1.7696,  ..., -1.8044, -1.8044, -1.7696],
         [-1.7696, -1.7696, -1.7696,  ..., -1.6302, -1.6824, -1.7696]]])"
1796,3,"tensor([[[-1.0048, -0.9534, -0.9363,  ..., -0.9877, -0.9534, -0.9534],
         [-0.9877, -0.9877, -0.9534,  ..., -0.9877, -0.9705, -0.9534],
         [-0.9705, -1.0048, -0.9705,  ..., -1.0048, -0.9877, -1.0048],
         ...,
         [-1.0048, -1.0219, -1.0219,  ..., -1.0219, -1.0219, -1.0390],
         [-1.0048, -1.0390, -1.0048,  ..., -1.0048, -1.0048, -1.0048],
         [-0.9877, -0.9705, -0.9705,  ..., -1.0219, -1.0048, -0.9705]],

        [[-0.9853, -0.9328, -0.9153,  ..., -0.9678, -0.9328, -0.9328],
         [-0.9678, -0.9678, -0.9328,  ..., -0.9678, -0.9503, -0.9328],
         [-0.9503, -0.9853, -0.9503,  ..., -0.9853, -0.9678, -0.9853],
         ...,
         [-0.9853, -1.0028, -1.0028,  ..., -1.0028, -1.0028, -1.0203],
         [-0.9853, -1.0203, -0.9853,  ..., -0.9853, -0.9853, -0.9853],
         [-0.9678, -0.9503, -0.9503,  ..., -1.0028, -0.9853, -0.9503]],

        [[-0.8284, -0.7761, -0.7587,  ..., -0.8110, -0.7761, -0.7761],
         [-0.8110, -0.8110, -0.7761,  ..., -0.8110, -0.7936, -0.7761],
         [-0.7936, -0.8284, -0.7936,  ..., -0.8284, -0.8110, -0.8284],
         ...,
         [-0.8284, -0.8458, -0.8458,  ..., -0.8458, -0.8458, -0.8633],
         [-0.8284, -0.8633, -0.8284,  ..., -0.8284, -0.8284, -0.8284],
         [-0.8110, -0.7936, -0.7936,  ..., -0.8458, -0.8284, -0.7936]]])"
1797,0,"tensor([[[-1.7925, -1.7754, -1.7583,  ..., -1.7240, -1.7240, -1.7240],
         [-1.7925, -1.7754, -1.7583,  ..., -1.7240, -1.7240, -1.7240],
         [-1.7925, -1.7754, -1.7583,  ..., -1.7240, -1.7240, -1.7240],
         ...,
         [-1.6555, -1.6898, -1.7069,  ..., -1.6384, -1.6213, -1.6213],
         [-1.6555, -1.6727, -1.6898,  ..., -1.6555, -1.6555, -1.6727],
         [-1.6727, -1.6384, -1.6555,  ..., -1.6213, -1.6384, -1.6555]],

        [[-1.6856, -1.6681, -1.6506,  ..., -1.6155, -1.6155, -1.6155],
         [-1.6856, -1.6681, -1.6506,  ..., -1.6155, -1.6155, -1.6155],
         [-1.6856, -1.6681, -1.6506,  ..., -1.6155, -1.6155, -1.6155],
         ...,
         [-1.5455, -1.5805, -1.5980,  ..., -1.5280, -1.5105, -1.5105],
         [-1.5455, -1.5630, -1.5805,  ..., -1.5455, -1.5455, -1.5630],
         [-1.5630, -1.5280, -1.5455,  ..., -1.5105, -1.5280, -1.5455]],

        [[-1.3861, -1.3687, -1.3513,  ..., -1.3164, -1.3164, -1.3164],
         [-1.3861, -1.3687, -1.3513,  ..., -1.3164, -1.3164, -1.3164],
         [-1.3861, -1.3687, -1.3513,  ..., -1.3164, -1.3164, -1.3164],
         ...,
         [-1.2467, -1.2816, -1.2990,  ..., -1.2641, -1.2467, -1.2467],
         [-1.2467, -1.2641, -1.2816,  ..., -1.2816, -1.2816, -1.2990],
         [-1.2641, -1.2293, -1.2467,  ..., -1.2467, -1.2641, -1.2816]]])"
